Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
SMTLF,GCL NEW ENRGY HLDGS LTD,Pink Current,0.081000,2.531600,443,Foreign Ordinary Shares,China,Hong Kong
SMTOF,SUMITOMO ELEC INDUS LTD,Pink Limited,11.942000,,0,Foreign Ordinary Shares,Japan,
SMTOY,SUMITOMO ELEC INDUS ADR,Pink Limited,11.980000,-1.236600,7250,ADRs,Japan,
SMTSF,SIERRA METALS INC ORD,Pink Current,0.280000,2.189800,25010,Foreign Ordinary Shares,Canada,Ontario
SMTUF,SUMITOMO RUBBER INDUS LTD,Pink Limited,9.041000,,0,Foreign Ordinary Shares,Japan,
SMTYF,SAMTY RSDNTIAL INVT CP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SMUPF,SIMS METAL MGMT LTD ORD,Pink Current,9.560000,,0,Foreign Ordinary Shares,Australia,New South Wales
SMURF,TOKENS COM CORP,OTCQB,0.127900,-0.466900,7630,Foreign Ordinary Shares,Canada,Ontario
SMWPY,SMITHS NEWS  PLC UNSP/ADR,Pink Current,4.130000,,0,ADRs,United Kingdom,
SMZZF,SINO MEDIA HLDGS LTD ORD,Pink Current,0.600000,,0,Foreign Ordinary Shares,,
SNAAF,SAN A CO LTD,Pink Limited,40.400000,,0,Foreign Ordinary Shares,,
SNANF,SONA NANOTECH INC,OTCQB,0.140000,,0,Foreign Ordinary Shares,Canada,Nova Scotia
SNAVF,STAR NAVIGATION SY GP LTD,Pink Current,0.016500,,0,Foreign Ordinary Shares,Canada,Ontario
SNBH,SENTIENT BRANDS HOLDINGS,Pink Current,0.079800,59.281400,2400,Common Stock,USA,New York
SNBOY,SANBIO CO LTD UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
SNCAF,SNC LAVALIN GRP INC A,Pink Current,31.370000,-0.063700,11159,Foreign Ordinary Shares,Canada,Quebec
SNCJF,SNT CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SNCPF,SUN CORP ORD,Pink Limited,16.280000,,0,Foreign Ordinary Shares,,
SNDFY,SANDFIRE RES NL UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
SNDVF,SCANDINAVIAN TOB GRP ORD,Pink Limited,17.090000,,0,Foreign Ordinary Shares,,
SNEGF,SOUND ENERGY PLC ORD,Pink Current,0.050000,,0,Foreign Ordinary Shares,United Kingdom,England
SNEHF,SNACK EMPIRE HOLDINGS LTD,Pink Current,0.031000,,0,Foreign Ordinary Shares,,
SNEJF,SONY CORP ORD,Pink Current,82.578000,,135,Foreign Ordinary Shares,Japan,
SNFRF,SINOFERT HOLDINGS LTD,Pink Current,0.149900,,0,Foreign Ordinary Shares,China,
SNFRY,SINOFERT HLDGS UNSP/ADR,Pink Current,7.760000,,0,ADRs,China,
SNGCF,SANU GOLD CORP,OTCQB,0.043200,,0,Foreign Ordinary Shares,Canada,British Columbia
SNGNF,SINGAPORE TELECM ORD 1000,Pink Current,1.688000,,54,Foreign Ordinary Shares,Singapore,
SNGSF,SINGAMAS CONTAINER,Pink Current,0.106250,,0,Foreign Ordinary Shares,Hong Kong,
SNHMF,SHINNIHON CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SNIPF,SNIPP INTERACTIVE INC,Pink Current,0.122950,-4.541900,500,Foreign Ordinary Shares,Canada,British Columbia
SNIRF,SENIOR  PLC,Pink Current,2.170000,,0,Foreign Ordinary Shares,United Kingdom,
SNKCF,SENKO GROUP HLDGS CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SNKEF,SANKEI REAL ESTATE INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SNKSY,RENEWI PLC UNSP/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,
SNLAF,SINO LAND CO LTD ORD H,Pink Current,1.070000,,0,Foreign Ordinary Shares,China,
SNLAY,SINO LAND CO LTD S/ADR,Pink Current,5.800000,,36,ADRs,China,
SNLC,SECURITY NATL CP SIOUX CY,Pink Current,133.000000,,0,Common Stock,USA,South Dakota
SNLFF,SUN LIFE FNCL PFD A SER 5,Pink Current,0.000000,,0,Preferred Stock,Canada,Ontario
SNLGF,SAN LORENZO GOLD CORP,OTCQB,0.110000,0.000000,14181,Foreign Ordinary Shares,Canada,Alberta
SNLKF,SINOLINK WRLDWDE HLDG ORD,Pink Current,0.048900,,0,Foreign Ordinary Shares,China,Hong Kong
SNMCY,SUNCORP GROUP LTD S/ADR,Pink Current,8.390000,0.059600,2669,ADRs,Australia,Queensland
SNMN,SNM GLOBAL HOLDINGS,Pink Limited,0.000150,,0,Common Stock,USA,Florida
SNMRF,SNAM SPA,Pink Limited,4.950000,,0,Foreign Ordinary Shares,Italy,
SNMRY,SNAM SPA UNSP/ADR,Pink Limited,9.870000,-1.300000,45915,ADRs,Italy,
SNMSF,SPIN MASTER CORP,Pink Current,26.650000,,27,Foreign Ordinary Shares,Canada,Ontario
SNMYF,SUNCORP GROUP LTD ORD,Pink Current,8.300000,,0,Foreign Ordinary Shares,Australia,Queensland
SNNAF,SIENNA RESOURCES INC ORD,Pink Current,0.033450,2.923100,162000,Foreign Ordinary Shares,Canada,British Columbia
SNNC,SIBANNAC INC,Pink Current,0.023000,6.481500,158230,Common Stock,USA,Arizona
SNNF,SENECA FINL CORP,Pink Current,9.200000,2.222200,7600,Common Stock,USA,New York
SNNGF,PPX MINING CORP,Pink Current,0.010000,,0,Foreign Ordinary Shares,Canada,Alberta
SNNHF,KINGWELL GROUP LTD ORD,Pink Current,0.003300,,0,Foreign Ordinary Shares,China,
SNNSF,SENSEN NETWORKS LTD,Pink Current,0.035000,,0,Foreign Ordinary Shares,Australia,Victoria
SNNUF,SMITH & NEPHEW PLC ORD,Pink Current,13.180000,,30,Foreign Ordinary Shares,USA,New York
SNOTF,SINOTRANS LTD SHS H,Pink Current,0.237200,,0,Foreign Ordinary Shares,China,
SNOXF,SULNOX GROUP PLC,OTCQB,0.080000,,10000,Foreign Ordinary Shares,United Kingdom,England
SNPHF,SANTEN PHARM CO,Pink Limited,8.978000,,0,Foreign Ordinary Shares,Japan,
SNPHY,SANTEN PHARM CO UNSP/ADR,Pink Limited,9.065000,0.443200,1104,ADRs,Japan,
SNPMF,CHINA PETE & CHEM H SHS,Pink Current,0.540000,0.000000,34100,Foreign Ordinary Shares,China,
SNPRY,SINOPEC ENGR GRP ADR H,Pink Current,0.000000,,0,ADRs,,
SNPTF,SUNNY OPTICAL TECH GRP CO,Pink Current,7.940000,,0,Foreign Ordinary Shares,China,
SNPW,SUN PACIFIC HOLDING CORP,Pink Current,0.003800,-5.000000,310918,Common Stock,USA,New Jersey
SNRG,SUSGLOBAL ENERGY CORP,OTCQB,0.180000,-12.408800,255050,Common Stock,Canada,Ontario
SNROF,SANIRO CO LTD,Pink Limited,56.850000,,0,Foreign Ordinary Shares,Japan,
SNRY,SOLAR ENERGY INITIATV INC,Pink Current,0.001000,,62,Common Stock,USA,Texas
SNSKF,SANKO SANGYO CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SNST,SUNSET CAPITAL ASSETS INC,Pink Limited,0.008100,,0,Common Stock,USA,Florida
SNSUF,SANSIRI PUBLIC CO NVDR,Pink Limited,0.049000,,0,Foreign Ordinary Shares,,
SNTAF,STRATEGIC MINERALS EUROPE,OTCQB,0.034100,,0,Foreign Ordinary Shares,Spain,
SNTBL,SANTOS BRASIL PART S/GDR,Pink Limited,0.000000,,0,New York Registry Shs,,
SNTE,SANTE TECHNOLOGY HOLDINGS,Pink Limited,0.050000,,0,Common Stock,USA,California
SNTMF,SENSETIME GRP INC CL B,Pink Current,0.192500,,0,Foreign Ordinary Shares,,
SNTUF,SANTANDER UK PLC 10 3/8,Pink Current,1.686300,,0,Preferred Stock,United Kingdom,England
SNTW,SUMMIT NETWORKS INC,Pink Current,0.109480,,0,Common Stock,Canada,British Columbia
SNTX,SUNTEX ENTERPRISES INC,Pink Limited,0.001300,0.000000,580,Common Stock,USA,Nevada
SNUYF,SERINUS ENERGY PLC,Pink Current,0.059000,,0,Foreign Ordinary Shares,Jersey,
SNVVF,STEP ENERGY SVCS LTD,Pink Current,2.700000,-5.923300,5141,Foreign Ordinary Shares,Canada,Alberta
SNWAF,SANWA HOLDINGS CORP ORD,Pink Limited,9.420000,,0,Foreign Ordinary Shares,Japan,
SNWGF,SNOWLINE GOLD CORP,OTCQB,3.775000,-3.452700,94779,Foreign Ordinary Shares,Canada,British Columbia
SNWR,SANWIRE CORPORATION,Pink Limited,0.001600,0.628900,22018,Common Stock,USA,California
SNWV,SANUWAVE HEALTH INC,OTCQB,0.017000,0.000000,863831,Common Stock,USA,Minnesota
SNYNF,SANOFI ORD,Pink Current,105.786000,-1.722400,190,Foreign Ordinary Shares,France,
SNYXF,VITAL ENERGY INC (CDA),Pink Current,0.184200,,0,Foreign Ordinary Shares,Canada,Alberta
SNYYF,SANY HEAVY EQUIP INTL HLD,Pink Current,1.431500,,0,Foreign Ordinary Shares,China,
SOAGY,SARTORIUS ADR 1/5 PREF SH,Pink Limited,77.060000,-0.490700,588,ADRs,,
SOBKY,SOFTBANK CORP UNSP/ADR,Pink Limited,11.180000,-0.445200,64979,ADRs,Japan,
SOBS,SOLVAY BANK SOLVAY NY,Pink Current,27.250000,0.925900,490,Common Stock,USA,New York
SOCGM,STHN CAL GAS 6 PR,OTCQB,25.760000,,0,Preferred Stock,USA,California
SOCGP,STHN CAL GAS 6 A PR,OTCQB,25.010000,-1.581900,825,Preferred Stock,USA,California
SOCLF,PHAROS ENERGY PLC,Pink Current,0.285000,,0,Foreign Ordinary Shares,United Kingdom,
SODE,SOCIAL DETENTION INC,Pink Current,0.006300,0.000000,25000,Common Stock,USA,California
SODI,SOLITRON DEVICES INC,Pink Current,10.100000,,0,Common Stock,USA,Florida
SOHGF,SOHGO SEC SVCS CO LTD,Pink Limited,26.550000,,0,Foreign Ordinary Shares,,
SOHGY,SOHGO SEC SVCS ADR,Pink Limited,11.420000,,0,ADRs,,
SOHOF,SOHO CHINA LTD ORD,Pink Current,0.145100,,0,Foreign Ordinary Shares,China,
SOHVF,SUMITOMO HEAVY INDUS NEW,Pink Limited,23.640000,,0,Foreign Ordinary Shares,Japan,
SOHVY,SUMITOMO HVY IND UNSP/ADR,Pink Limited,5.800000,,0,ADRs,Japan,
SOIFF,SCHRODER ORIENTAL INC FD,Pink Current,3.110000,,0,Foreign Ordinary Shares,United Kingdom,
SOLBF,SOLVBL SOLUTIONS INC,OTCQB,0.005700,,0,Foreign Ordinary Shares,Canada,Ontario
SOLCF,SOL GLOBAL INVTS CORP,Pink Current,0.118000,-1.748500,295,Foreign Ordinary Shares,Canada,Ontario
SOLLF,SHUI ON LAND LTD ORD,Pink Current,0.150000,,0,Foreign Ordinary Shares,China,
SOLLY,SHUI ON LAND LTD UNSP/ADR,Pink Current,4.760000,-3.838400,103,ADRs,China,
SOLTF,SOSEI CO LTD ORD,Pink Limited,11.370000,,0,Foreign Ordinary Shares,Japan,
SOMC,STHN MICH BANCORP INC,Pink Current,17.750000,0.000000,3806,Common Stock,USA,Michigan
SOME,SOMERSET TR HOLDING CO,Pink Current,39.010000,-6.000000,3872,Common Stock,USA,Pennsylvania
SOMLF,SECOM CO LTD,Pink Limited,66.836000,,18,Foreign Ordinary Shares,Japan,
SOMLY,SECOM CO LTD UNSP/ADR,Pink Limited,17.380000,-1.193900,32374,ADRs,Japan,
SOMMF,SUMITOMO CHEM CO LTD ORD,Pink Limited,2.730000,,0,Foreign Ordinary Shares,Japan,
SOMMY,SUMITOMO CHEM UNSP/ADR,Pink Limited,13.230000,-2.361600,30389,ADRs,Japan,
SOMNF,SOMNOMED LTD ORD,Pink Current,0.521600,,0,Foreign Ordinary Shares,Australia,New South Wales
SONG,MUSIC LICENSING INC,Pink Current,0.025000,0.000000,6054,Common Stock,USA,Florida
SONVF,SONOVA HOLDING AG ORD,Pink Limited,266.350000,,0,Foreign Ordinary Shares,Switzerland,
SONVY,SONOVA HLDNG AG UNSP/ADR,Pink Limited,53.090000,-0.356600,8955,ADRs,Switzerland,
SOOBF,SAPPORO HLDGS LTD ORD NEW,Pink Limited,27.270000,,0,Foreign Ordinary Shares,Japan,
SORHF,STRATEGIC ELEMENTS LTD,Pink Current,0.260000,,0,Foreign Ordinary Shares,,
SORT,GUNTHER INTL LTD,Pink Limited,0.600000,,0,Common Stock,USA,Connecticut
SOSAF,SOSTRAVEL COM SPA,OTCQB,1.150100,,0,Foreign Ordinary Shares,Italy,
SOSCF,DEOLEO SA ORD,Pink Limited,0.231300,-22.900000,1000,Foreign Ordinary Shares,Spain,
SOTDF,STROEER SE,Pink Current,52.500000,,0,Foreign Ordinary Shares,,
SOTDY,STROEER SE CO UNSP/ADR,Pink Current,13.800000,,0,ADRs,Germany,
SOTGY,SUNNY OPTICAL TECH ADR,Pink Current,79.160000,-2.793600,3120,ADRs,China,
SOTHF,SOTETSU HOLDINGS INC ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SOUB,SOUTHPOINT BANCSHARES INC,Pink Current,30.000000,,0,Common Stock,USA,Alabama
SOUHY,SOUTH32 LTD SPNS/ADR,Pink Current,11.560000,-5.245900,133925,ADRs,Australia,
SOUTF,SOUTHERN ENERGY CORP,OTCQX International,0.264000,-0.113500,3800,Foreign Ordinary Shares,Canada,Alberta
SOWG,SOW GOOD INC,OTCQB,5.900000,,98,Common Stock,USA,Texas
SPAEF,SPACE CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SPAGF,ISHARES V AGRIBUSINESS,Pink Current,48.345100,,0,ETFs,Ireland,
SPASF,SINGAPORE AIRPRT TERMNAL,Pink Current,2.050000,,0,Foreign Ordinary Shares,Singapore,
SPASY,SATS LTD UNSP/ADR,Pink Current,0.000000,,0,ADRs,Singapore,
SPAZF,SPANISH MOUNTAIN GOLD LTD,Pink Current,0.130100,-9.021000,54250,Foreign Ordinary Shares,Canada,British Columbia
SPBV,SPORTS POUCH BEV CO INC,Pink Limited,0.000300,,0,Common Stock,USA,California
SPCNF,SPC NICKEL CORP,Pink Current,0.055200,,0,Foreign Ordinary Shares,Canada,Ontario
SPCO,STEPHAN CO,Pink Current,1.300000,,0,Common Stock,USA,Pennsylvania
SPEV,SHOREPOWER TECHNOLOGIES,Pink Current,0.190000,,0,Common Stock,USA,Florida
SPEYF,SPEY RESOURCES CORP,OTCQB,0.027400,-7.118600,29194,Foreign Ordinary Shares,Canada,British Columbia
SPFHF,GLOBAL UIN INTELL HLDGS,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SPFX,STANDARD PREMIM FIN HLDG,OTCQX U.S.,3.500000,-43.548400,1100,Common Stock,USA,Florida
SPFYF,SPACEFY INC.,Pink Current,0.009300,,0,Foreign Ordinary Shares,Canada,Ontario
SPGX,SUSTAINABLE PROJECTS GRP,Pink Current,0.072500,,0,Common Stock,USA,Florida
SPGYF,WHITECAP RESOURCES INC,Pink Current,7.860000,-1.132100,14985,Foreign Ordinary Shares,Canada,Alberta
SPHIF,SUPER HI INTL HLDGS LTD,Pink Current,1.950000,,0,Foreign Ordinary Shares,China,Hong Kong
SPHNF,SHEPHERD NEAME LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SPHRF,STARPHARMA HOLDINGS LTD,OTCQX International,0.103900,,0,Foreign Ordinary Shares,Australia,Victoria
SPHRY,STARPHARMA HLDGS S/ADR,OTCQX International,0.930000,-11.428600,19425,ADRs,Australia,Victoria
SPHXF,SM PRIME HOLDING INTL SHS,Pink Limited,0.577100,,0,Foreign Ordinary Shares,Philippines,
SPIDY,SEPTENI HLDGS UNSP/ADR,Pink Limited,2.650000,,0,ADRs,Japan,
SPIZF,SPAREBANKEN VEST AS ORD,Pink Limited,9.231100,,0,Foreign Ordinary Shares,,
SPKKY,SPARK NZ LTD S/ADR,Pink Current,15.000000,-0.266000,32457,ADRs,New Zealand,
SPKOY,SINOPEC KNTS HL UNSP/ADR,Pink Current,14.750000,,1,ADRs,Hong Kong,
SPKTF,SPECTRA PRODS INC,Pink Current,0.120000,,0,Foreign Ordinary Shares,Canada,Ontario
SPLIF,VERTICAL PEAK HLDGS NEW,Pink Current,0.003000,0.000000,664,Foreign Ordinary Shares,Canada,British Columbia
SPLTF,SPOTLITE360 IOT SOLUTION,Pink Current,0.026700,,0,Foreign Ordinary Shares,Canada,British Columbia
SPMTF,SPEARMINT RESOURCES ORD,Pink Current,0.029500,1.374600,2000,Foreign Ordinary Shares,Canada,British Columbia
SPMXF,SUPERMAX CORP ORD,Pink Limited,0.180000,,0,Foreign Ordinary Shares,Malaysia,
SPMYY,SPIRENT COMMUNS PLC S/ADR,Pink Current,8.350000,,1,ADRs,United Kingdom,
SPND,SPINDLETOP OIL&GAS CO,Pink Current,2.490000,,100,Common Stock,USA,Texas
SPNNF,SPENN TECHNOLOGY A S,OTCQX International,1.350000,,0,Foreign Ordinary Shares,Denmark,
SPNRF,SPARTON RES INC,Pink Current,0.030000,,0,Foreign Ordinary Shares,Canada,Ontario
SPNUF,SPIRENT PLC ORD,Pink Current,2.000000,,0,Foreign Ordinary Shares,United Kingdom,
SPODF,SPOD LITHIUM CORP,OTCQB,0.070000,0.000000,4000,Foreign Ordinary Shares,Canada,British Columbia
SPOFF,EARTHLABS INC,OTCQX International,0.160950,0.845900,17500,Foreign Ordinary Shares,Canada,Ontario
SPOI,SPO NETWORKS INC,Pink Limited,0.275000,10.000000,3752,Common Stock,USA,Arkansas
SPOM,SPO GLOBAL INC,Pink Current,0.003200,-3.030300,110000,Common Stock,China,
SPONF,SPONSORSONE INC,Pink Current,0.000600,-14.285700,1103705,Foreign Ordinary Shares,Canada,Ontario
SPOWF,STRATA PWR CORP,Pink Current,0.005100,-23.595500,325,Common Stock,Canada,Alberta
SPPJY,SAPPI LTD S/ADR,Pink Current,2.170000,,0,ADRs,South Africa,
SPPSY,SOPRA STERIA GROUP UN/ADR,Pink Limited,0.000000,,0,ADRs,,
SPQS,SPORTSQUEST INC,Pink Current,0.000800,0.000000,28719,Common Stock,USA,Florida
SPRN,SUPERNOVA ENERGY INC,Pink Limited,0.003500,9.375000,27000,Common Stock,USA,New York
SPRPF,STAR PETE REFNG PCL NVDR,Pink Limited,0.000000,,0,Other Security Type,,
SPRQF,SPARQ SYS INC,OTCQX International,0.129500,,0,Foreign Ordinary Shares,Canada,Ontario
SPRRY,SUPER RETAIL GRP UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
SPRS,SURGE COMPONENTS INC,Pink Current,3.300000,,0,Common Stock,USA,New York
SPRV,SUPURVA HEALTHCARE GRP,Pink Current,0.000100,,0,Common Stock,USA,New York
SPSAF,SOPRA SA ORD,Pink Limited,205.450000,,0,Foreign Ordinary Shares,,
SPSDF,STREAMPLAY STUDIO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
SPSTF,SINGAPORE POST LTD,Pink Current,0.364100,,0,Foreign Ordinary Shares,Singapore,
SPSTY,SINGAPORE POST UNSP/ADR,Pink Current,7.475000,,0,ADRs,Singapore,
SPTJF,SINOPEC SHANGHAI PETRCHEM,Pink Current,0.140000,0.000000,10000,Foreign Ordinary Shares,China,
SPTTY,SPLITIT LTD SP/ADR,OTCQB,0.000000,,0,ADRs,USA,Georgia
SPTY,SPECIFICITY INC,OTCQB,1.000000,-28.057600,650,Common Stock,USA,Florida
SPVNF,SPECTRA7 MICROSYSTEMS INC,OTCQB,0.512600,6.791700,22316,Foreign Ordinary Shares,Canada,Ontario
SPXCF,SINGAPORE EXCHANGE LTD,Pink Current,7.065000,1.654700,3881,Foreign Ordinary Shares,Singapore,
SPXCY,SINGAPORE EXCH UNSP/ADR,Pink Current,105.850500,0.009900,805,ADRs,Singapore,
SPXSF,SPIRAX SARCO ORD NEW,Pink Current,129.452200,,0,Foreign Ordinary Shares,United Kingdom,England
SPXSY,SPIRAX SARCO ENG UNSP/ADR,Pink Current,62.080000,,201,ADRs,United Kingdom,England
SPXXF,SPAREBANKEN NORD PRIM CER,Pink Limited,8.000000,,0,Foreign Ordinary Shares,,
SPYR,SPYR INC,Pink Limited,0.000500,25.000000,216003,Common Stock,USA,Texas
SPZI,SPOOZ INC,Pink Current,0.000200,0.000000,6376353,Common Stock,USA,Florida
SQCF,SUSQUEHANNA CMMTY FNCL,Pink Current,14.000000,0.000000,700,Common Stock,USA,Pennsylvania
SQIDF,SQI DIAGNOSTICS INC ORD,Pink Current,0.014900,,0,Foreign Ordinary Shares,Canada,Ontario
SQNNY,SQUARE ENIX HLDGS U/ADR,Pink Limited,18.672700,0.014500,312,ADRs,Japan,
SQNXF,SQUARE ENIX CO LTD ORD,Pink Limited,37.195000,,37,Foreign Ordinary Shares,Japan,
SQZB,SQZ BIOTECHNOLOGIES CO,Pink Current,0.080000,-15.789500,20286,Common Stock,USA,Massachusetts
SQZZF,SERICA ENERGY PLC,Pink Current,2.530000,,78,Foreign Ordinary Shares,United Kingdom,
SRAFF,SANDFIRE RES AMER INC,OTCQB,0.073600,-11.325300,12704,Foreign Ordinary Shares,Canada,British Columbia
SRAIF,STADLER RAIL AG,Pink Limited,40.000000,,0,Foreign Ordinary Shares,Switzerland,
SRAMF,SISRAM MED LTD,Pink Current,0.380000,,0,Foreign Ordinary Shares,,
SRAWY,SRISAWAD CORP PUB CO ADR,Pink Limited,17.300000,,0,ADRs,Thailand,
SRBCF,SIRONA BIOCHEM CORP ORD,Pink Current,0.077600,,0,Foreign Ordinary Shares,Canada,British Columbia
SRBEF,SES IMAGOTAG,Pink Limited,121.050000,,0,Foreign Ordinary Shares,France,
SRBIF,SERABI GOLD PLC,Pink Current,0.331100,,0,Foreign Ordinary Shares,United Kingdom,
SRBT,SHANRONG BIOTECHNOLOGY CP,Pink Current,0.188000,,0,Common Stock,USA,California
SRBZF,STRATEC BIOMED SYS AG NEW,Pink Current,72.955100,,0,Foreign Ordinary Shares,Germany,
SRCAF,STRIA LITHIUM INC,OTCQB,0.158400,-6.878300,10000,Foreign Ordinary Shares,Canada,Ontario
SRCGF,SPRUCE RIDGE RES LTD CDW,Pink Current,0.040000,,0,Foreign Ordinary Shares,Canada,Ontario
SRCH,SEARCHLIGHT MINERALS CORP,Pink Limited,0.005500,243.750000,125908,Common Stock,USA,Florida
SRCO,SPARTA COMML SVCS INC,Pink Current,0.115000,,0,Common Stock,USA,New York
SRCRF,SCORPIO GOLD CORP,Pink Current,0.040000,,0,Foreign Ordinary Shares,Canada,British Columbia
SRCU,SPIRE INC CORP UNIT 3/24,Pink Current,44.150000,,0,Units,USA,Missouri
SREDF,STORE BRAND ASA NK ORD,Pink Limited,8.871000,,0,Foreign Ordinary Shares,Norway,
SREDY,STOREBRAND ASA UNSP/ADR,Pink Limited,15.190000,,0,ADRs,Norway,
SREMF,SUNRISE ENERGY METALS LTD,OTCQX International,0.720000,,0,Foreign Ordinary Shares,Australia,Victoria
SRGAQ,SURGALIGN HOLDINGS INC,Pink Limited,0.017000,28.787900,24803,Common Stock,USA,Illinois
SRGBF,SURUGA BANK LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SRGGF,SRG GLOBAL LTD,Pink Limited,0.480000,,0,Foreign Ordinary Shares,,
SRGHY,SHOPRITE HLDGS LTD S/ADR,Pink Current,13.710000,-2.071400,118,ADRs,South Africa,
SRGMF,SRG MNG INC,Pink Current,0.576400,,0,Foreign Ordinary Shares,,
SRGPF,SRI TRANG AGRO NVDR,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Thailand,
SRGXF,SURGE COPPER CORP,OTCQX International,0.075000,,0,Foreign Ordinary Shares,Canada,British Columbia
SRGZ,STAR GOLD CORP,OTCQB,0.020650,,0,Common Stock,USA,Idaho
SRHBF,STARHUB LTD ORD,Pink Current,0.745500,,0,Foreign Ordinary Shares,Singapore,
SRHBY,STARHUB LTD UNSP/ADR,Pink Current,7.460000,,0,ADRs,Singapore,
SRHGF,SHOPRITE HLDGS LTD ORD,Pink Current,10.460000,,0,Foreign Ordinary Shares,South Africa,
SRHYY,SYRAH RES LTD SPNS/ADR,Pink Current,0.340200,,0,ADRs,Australia,Victoria
SRISF,SRISAWAD CP PCL LOCAL SHS,Pink Limited,0.000000,,16900,Foreign Ordinary Shares,Thailand,
SRKZF,SKY GOLD CORP,Pink Current,0.049665,-17.225000,500,Foreign Ordinary Shares,Canada,British Columbia
SRLY,STHN REALTY CO CAL,Pink Limited,23.020000,,0,Common Stock,USA,California
SRLZF,SALAZAR RESOURCES LTD ORD,OTCQB,0.040600,-0.975600,2500,Foreign Ordinary Shares,Canada,British Columbia
SRMGF,SPAREBANK 1 SMN PRIM CAP,Pink Limited,11.500000,,0,Foreign Ordinary Shares,,
SRMMF,SARAMA RES LTD,Pink Current,0.041200,,0,Foreign Ordinary Shares,Australia,Western Australia
SRMX,SADDLE RANCH MEDIA INC,Pink Current,0.000400,33.333300,67572251,Common Stock,USA,California
SRNAF,SIRNAOMICS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SRNEQ,SORRENTO THERAPEUTICS INC,Pink Current,0.153000,-1.797200,1453015,Common Stock,USA,California
SRNN,STHN BANC CO INC,Pink Current,14.000000,,0,Common Stock,USA,Alabama
SRNW,STRATOS RENEWABLE CORP,Pink Current,0.308000,-5.084700,281520,Common Stock,USA,Nevada
SROMF,SER COMM CORP ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SROYF,SAILFISH ROYALTY CORP,OTCQX International,0.922100,-0.517900,6657,Foreign Ordinary Shares,British Virgin Islands,
SRPIF,STARTS PROCEED INVT CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SRQRF,SRQ RES INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,Canada,Quebec
SRRE,SUNRISE RL EST GROUP INC,Pink Current,0.310000,,0,Common Stock,China,
SRRLF,SIRIUS REAL EST LTD ORD,Pink Current,1.079000,,0,Foreign Ordinary Shares,United Kingdom,
SRRTF,SLATE GROCERY RT UN CL U,Pink Current,9.550000,0.664100,1700,Units,Canada,Ontario
SRSG,SPIRITS TIME INTL INC,Pink Current,0.899900,,87,Common Stock,USA,Utah
SRSLF,SORRENTO RES LTD,OTCQB,0.000000,,0,Foreign Ordinary Shares,Canada,British Columbia
SRSSF,S2 RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SRTOY,SARTORIUS ST BT UNSP/ADR,Pink Limited,28.880000,,0,ADRs,France,
SRTSF,SARANTIS SA,Pink Limited,6.310000,,0,Foreign Ordinary Shares,Greece,
SRTTY,ZOZO INC  UNSP/ADR,Pink Limited,3.800000,-1.041700,19391,ADRs,Japan,
SRUUF,SPROTT PHYSICL URNIUM UT,OTCQX International,14.160000,-1.392800,233972,Units,Canada,Ontario
SRXXF,SPARX ASSET MGMT CO,Pink Limited,9.965000,,0,Foreign Ordinary Shares,Japan,
SSAAF,SSAB SWEDISH STEEL A,Pink Limited,5.290000,-16.164800,150,Foreign Ordinary Shares,Sweden,
SSAAY,SSAB SWEDISH STL UNSP/ADR,Pink Limited,2.720000,-4.225400,855,ADRs,Sweden,
SSBP,SSB BANCORP INC,OTCQX U.S.,7.252500,,0,Common Stock,USA,Pennsylvania
SSCC,SPIRITS CAP CORP,Pink Limited,2.000000,,0,Common Stock,USA,California
SSDIY,SAMSUNG SDI CO S/144A GDR,Pink Limited,0.000000,,0,ADRs,,
SSDOF,SHISEIDO CO LTD ORD,Pink Current,40.710000,,0,Foreign Ordinary Shares,Japan,
SSDOY,SHISEIDO CO LTD S/ADR,Pink Current,40.910000,-2.618400,44699,ADRs,Japan,
